id_contrato;id_inadimplencia;fg_pg_em_dia;fg_atraso_30dias;fg_atraso_60dias;fg_atraso_90dias;id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade;id_veiculo;velocidade_max;cilindradas;qtd_portas;qtd_assentos;modelo_veiculo;marca_veiculo;tipo_veiculo;valor_veiculo;vetor_caracteristica;id_vendedor_loja;nm_vendedor;nm_loja;cidade_loja;estado_loja;uf_loja;regiao_loja;id_dados_financiamento;prazo;faixa_score;id_tempo;mes;ano;qtd_veiculos;vlr_financiado;vlr_entrada;vlr_juros;vlr_operacao
802;4;1;0;0;0;460;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos;31;212;2;5;5;BMW X4;BMW;SUV;444950;{212, 2.0, 5, 5, 2};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;9;Abril;2021;1;222475;222475;11123.75;233598.75
803;4;1;0;0;0;494;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;04. 36 a 40 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;6;Janeiro;2021;1;24636;36954;1231.8;25867.8
804;4;1;0;0;0;222;São Paulo;São Paulo;SP;Militar;06. 46 a 50 anos;53;283;3.4;2;4;Porsche 911;Porsche;esportivo;709000;{283, 3.4, 2, 4, 10};7;Lívia Sales;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;2;Setembro;2020;1;567200;141800;28360;595560
805;4;1;0;0;0;990;Pinhais;Paraná;PR;Militar;07. 51 a 55 anos;36;240;2;2;4;Benz E Class;Mercedes-Benz;esportivo;557900;{240, 2.0, 2, 4, 10};69;Júlia Fernandes;Valesul;São José dos Pinhais;Paraná;PR;Sul;5;60;01_EXCELENTE;3;Outubro;2020;1;111580;446320;3347.4;114927.4
806;4;1;0;0;0;20;Mairiporã;São Paulo;SP;Aposentado;10. Acima de 65 anos;12;235;2.5;5;5;Audi A7;Audi;cupê;492033;{235, 2.5, 5, 5, 6};5;Bruno Cunha;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;8;36;02_BOM;6;Janeiro;2021;1;196813.2;295219.8;9840.66;206653.86
807;4;1;0;0;0;481;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos;47;199;1.8;4;5;Civic;Honda;sedan;112700;{199, 1.8, 4, 5, 3};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;9;Abril;2021;2;22540;202860;1127;23667
808;4;1;0;0;0;767;Niterói;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos;58;200;1.4;4;5;Passat;Volkswagen;sedan;164620;{200, 1.4, 4, 5, 3};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;1;Agosto;2020;1;98772;65848;2963.16;101735.16
809;4;1;0;0;0;155;Barueri;São Paulo;SP;Empresário;05. 41 a 45 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;11;Junho;2021;1;206991;22999;6209.73;213200.73
810;4;1;0;0;0;613;Botafogo;Rio de Janeiro;RJ;Funcionário Público;09. 61 a 65 anos;5;234;3;5;5;Audi Q5;Audi;SUV;352990;{234, 3.0, 5, 5, 2};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;13;Agosto;2021;1;282392;70598;14119.6;296511.6
811;4;1;0;0;0;518;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;15;36;04_PESSIMO;7;Fevereiro;2021;1;161970;107980;16197;178167
812;4;1;0;0;0;664;Botafogo;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;35;226;1.8;4;5;Benz C Class;Mercedes-Benz;sedan;237900;{226, 1.8, 4, 5, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;1;Agosto;2020;1;71370;166530;2141.1;73511.1
813;4;1;0;0;0;682;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos;104;200;1.4;4;5;Cruze sedan;Chevrolet;sedan;116870;{200, 1.4, 4, 5, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;8;Março;2021;1;46748;70122;2337.4;49085.4
814;4;1;0;0;0;946;São José dos Pinhais;Paraná;PR;Autonômo;01. 18 a 24 anos;2;220;1.8;4;5;Audi A4;Audi;sedan;272990;{220, 1.8, 4, 5, 3};75;Maria Sophia Martins;7place;Curitiba;Paraná;PR;Sul;7;24;02_BOM;6;Janeiro;2021;1;245691;27299;12284.55;257975.55
815;4;1;0;0;0;10;Mairiporã;São Paulo;SP;Assalariado;01. 18 a 24 anos;80;238;1.6;3;4;MINI JCW COUPE;Mini;hatch;146950;{238, 1.6, 3, 4, 4};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;4;Novembro;2020;1;102865;44085;3085.95;105950.95
816;4;1;0;0;0;971;Colombo;Paraná;PR;Assalariado;06. 46 a 50 anos;26;229;2;5;5;BMW 3 Series cupê;BMW;cupê;253950;{229, 2.0, 5, 5, 6};72;Pedro Caldeira;Valesul;São José dos Pinhais;Paraná;PR;Sul;8;36;02_BOM;10;Maio;2021;1;76185;177765;3809.25;79994.25
817;4;1;0;0;0;452;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos;75;198;1.6;3;2;MINI Cooper ;Mini;esportivo;151599;{198, 1.6, 3, 2, 10};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;7;Fevereiro;2021;1;90959.4;60639.6;4547.97;95507.37
818;4;1;0;0;0;866;Curitiba;Paraná;PR;Funcionário Público;02. 26 a 30 anos;76;192;1.6;2;2;MINI ROADSTER;Mini;conversível;259990;{192, 1.6, 2, 2, 12};74;Cauê Araújo;7place;Curitiba;Paraná;PR;Sul;2;24;01_EXCELENTE;1;Agosto;2020;1;51998;207992;1559.94;53557.94
819;4;1;0;0;0;117;Osasco;São Paulo;SP;Militar;05. 41 a 45 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};11;Anthony Rocha;AutoStar;São Paulo;São Paulo;SP;Sudeste;9;48;02_BOM;5;Dezembro;2020;1;188965;80985;9448.25;198413.25
820;4;1;0;0;0;443;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;08. 56 a 60 anos;67;195;1;5;5;Fiesta hatch;Ford;hatch;65325;{195, 1.0, 5, 5, 4};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;7;Fevereiro;2021;8;13065;509535;653.25;13718.25
821;4;1;0;0;0;903;São José dos Pinhais;Paraná;PR;Profissional Liberal;02. 26 a 30 anos;45;240;2;2;4;Benz E Class;Mercedes-Benz;sedan;557900;{240, 2.0, 2, 4, 3};74;Cauê Araújo;7place;Curitiba;Paraná;PR;Sul;1;12;01_EXCELENTE;1;Agosto;2020;1;167370;390530;5021.1;172391.1
822;4;1;0;0;0;711;Niterói;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos;82;190;2;5;5;ix35;Hyundai;SUV;118200;{190, 2.0, 5, 5, 2};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;7;Fevereiro;2021;1;106380;11820;3191.4;109571.4
823;4;1;0;0;0;221;São Paulo;São Paulo;SP;Funcionário Público;07. 51 a 55 anos;83;195;3;5;5;Discovery;Land Rover;SUV;586450;{195, 3.0, 5, 5, 2};11;Anthony Rocha;AutoStar;São Paulo;São Paulo;SP;Sudeste;11;24;03_RUIM;2;Setembro;2020;1;469160;117290;32841.2;502001.2
824;4;1;0;0;0;418;Rio de Janeiro;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos;68;260;3.7;2;4;Mustang;Ford;esportivo;537049;{260, 3.7, 2, 4, 10};40;Lucas Gabriel da Rosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;11;Junho;2021;1;375934.3;161114.7;11278.029;387212.329
825;4;1;0;0;0;57;São Bernardo do Campo;São Paulo;SP;Empresário;09. 61 a 65 anos;31;212;2;5;5;BMW X4;BMW;SUV;444950;{212, 2.0, 5, 5, 2};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;2;Setembro;2020;1;177980;266970;8899;186879
826;4;1;0;0;0;749;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos;21;250;4.4;4;5;BMW M5;BMW;sedan;1006950;{250, 4.4, 4, 5, 3};37;Bianca Nascimento;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;11;Junho;2021;1;503475;503475;15104.25;518579.25
827;4;1;0;0;0;295;São Paulo;São Paulo;SP;Assalariado;03. 31 a 35 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;13;Agosto;2021;1;76390;305560;2291.7;78681.7
828;4;1;0;0;0;280;São Paulo;São Paulo;SP;Profissional Liberal;03. 31 a 35 anos;24;213;2;2;4;BMW 1 Series couple;BMW;sedan;246950;{213, 2.0, 2, 4, 3};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;11;Junho;2021;1;246950;0;7408.5;254358.5
829;4;1;0;0;0;909;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos;61;230;3;5;5;Touareg;Volkswagen;SUV;277327;{230, 3.0, 5, 5, 2};66;Vitória Novaes;CCV;Curitiba;Paraná;PR;Sul;6;12;02_BOM;1;Agosto;2020;1;249594.3;27732.7;12479.715;262074.015
830;4;1;0;0;0;641;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;79;223;1.6;5;5;MINI JCW COUNTRYMAN;Mini;SUV;329990;{223, 1.6, 5, 5, 2};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;11;Junho;2021;1;98997;230993;4949.85;103946.85
831;4;1;0;0;0;557;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos;55;242;3;5;5;Cayenne hybrid;Porsche;SUV;537178;{242, 3.0, 5, 5, 2};37;Bianca Nascimento;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;12;Julho;2021;1;268589;268589;8057.67;276646.67
832;4;1;0;0;0;516;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos;43;202;1.6;5;5;Benz A Class;Mercedes-Benz;hatch;319900;{202, 1.6, 5, 5, 4};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;12;Julho;2021;1;191940;127960;9597;201537
833;4;1;0;0;0;21;São Caetano do Sul;São Paulo;SP;Militar;09. 61 a 65 anos;15;210;1.6;4;5;BMW 3 Series;BMW;sedan;245043;{210, 1.6, 4, 5, 3};11;Anthony Rocha;AutoStar;São Paulo;São Paulo;SP;Sudeste;15;36;04_PESSIMO;1;Agosto;2020;1;98017.2;147025.8;9801.72;107818.92
834;4;1;0;0;0;908;São José dos Pinhais;Paraná;PR;Funcionário Público;09. 61 a 65 anos;10;248;2;2;4;Audi A5 sedan;Audi;sedan;307990;{248, 2.0, 2, 4, 3};70;Arthur Almeida;Valesul;São José dos Pinhais;Paraná;PR;Sul;2;24;01_EXCELENTE;6;Janeiro;2021;1;61598;246392;1847.94;63445.94
835;4;1;0;0;0;299;São Paulo;São Paulo;SP;Autonômo;03. 31 a 35 anos;2;220;1.8;4;5;Audi A4;Audi;sedan;272990;{220, 1.8, 4, 5, 3};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;11;Junho;2021;1;218392;54598;10919.6;229311.6
836;4;1;0;0;0;343;São Paulo;São Paulo;SP;Empresário;09. 61 a 65 anos;57;182;1.4;5;5;Polo hatch;Volkswagen;hatch;67670;{182, 1.4, 5, 5, 4};13;Renan Martins;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;3;36;01_EXCELENTE;6;Janeiro;2021;1;40602;27068;1218.06;41820.06
837;4;1;0;0;0;465;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;78;236;1.6;3;4;MINI JCW;Mini;hatch;269990;{236, 1.6, 3, 4, 4};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;9;Abril;2021;1;242991;26999;7289.73;250280.73
838;4;1;0;0;0;66;Cotia;São Paulo;SP;Funcionário Público;08. 56 a 60 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};3;Isabella Ribeiro;Aracai;Guarulhos;São Paulo;SP;Sudeste;3;36;01_EXCELENTE;1;Agosto;2020;1;267365;114585;8020.95;275385.95
839;4;1;0;0;0;304;São Paulo;São Paulo;SP;Funcionário Público;06. 46 a 50 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;2;Setembro;2020;1;252570;168380;7577.1;260147.1
840;4;1;0;0;0;614;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos;90;190;2.2;5;5;Sorento;Kia;SUV;199990;{190, 2.2, 5, 5, 2};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;13;12;04_PESSIMO;12;Julho;2021;1;79996;119994;7999.6;87995.6
841;4;1;0;0;0;503;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos;56;185;1.6;5;5;Cross Polo;Volkswagen;crossover;93390;{185, 1.6, 5, 5, 11};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;11;Junho;2021;1;84051;9339;2521.53;86572.53
842;4;1;0;0;0;434;Rio de Janeiro;Rio de Janeiro;RJ;Militar;04. 36 a 40 anos;38;250;6.2;4;5;Benz C Class AMG;Mercedes-Benz;sedan;489900;{250, 6.2, 4, 5, 3};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;12;Julho;2021;1;342930;146970;17146.5;360076.5
843;4;1;0;0;0;101;Santo André;São Paulo;SP;Assalariado;02. 26 a 30 anos;61;230;3;5;5;Touareg;Volkswagen;SUV;277327;{230, 3.0, 5, 5, 2};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;1;Agosto;2020;1;166396.2;110930.8;4991.886;171388.086
844;4;1;0;0;0;268;São Paulo;São Paulo;SP;Empresário;03. 31 a 35 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};2;Pedro Henrique Ferreira;Aracai;Guarulhos;São Paulo;SP;Sudeste;8;36;02_BOM;8;Março;2021;1;71997;167993;3599.85;75596.85
845;4;1;0;0;0;844;Curitiba;Paraná;PR;Funcionário Público;07. 51 a 55 anos;87;186;1.6;4;5;Cerato;Kia;sedan;129990;{186, 1.6, 4, 5, 3};72;Pedro Caldeira;Valesul;São José dos Pinhais;Paraná;PR;Sul;9;48;02_BOM;10;Maio;2021;1;116991;12999;5849.55;122840.55
846;4;1;0;0;0;126;Itapevi;São Paulo;SP;Militar;07. 51 a 55 anos;81;315;3.8;2;4;Nissan GT-R;Nissan;esportivo;900000;{315, 3.8, 2, 4, 10};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;8;36;02_BOM;7;Fevereiro;2021;1;810000;90000;40500;850500
847;4;1;0;0;0;147;Taboão da Serra;São Paulo;SP;Assalariado;09. 61 a 65 anos;25;230;2;2;4;BMW 2 Series;BMW;sedan;257950;{230, 2.0, 2, 4, 3};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;5;Dezembro;2020;1;154770;103180;7738.5;162508.5
848;4;1;0;0;0;658;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos;36;240;2;2;4;Benz E Class;Mercedes-Benz;esportivo;557900;{240, 2.0, 2, 4, 10};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;5;Dezembro;2020;1;390530;167370;19526.5;410056.5
849;4;1;0;0;0;111;São Paulo;São Paulo;SP;Assalariado;07. 51 a 55 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};14;Davi Lucas Lopes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;5;Dezembro;2020;1;38580;154320;1157.4;39737.4
850;4;1;0;0;0;461;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos;64;200;5.7;4;5;Ram;Ram;caminhonete;427990;{200, 5.7, 4, 5, 8};44;João Vitor da Mota;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;10;Maio;2021;1;342392;85598;10271.76;352663.76
851;4;1;0;0;0;917;São José dos Pinhais;Paraná;PR;Empresário;09. 61 a 65 anos;74;168;1.6;5;5;MINI COUNTRYMAN;Mini;SUV;149990;{168, 1.6, 5, 5, 2};71;Juan da Cunha;Valesul;São José dos Pinhais;Paraná;PR;Sul;4;48;01_EXCELENTE;5;Dezembro;2020;1;104993;44997;3149.79;108142.79
852;4;1;0;0;0;753;Niterói;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;11;Junho;2021;1;18477;43113;923.85;19400.85
853;4;1;0;0;0;606;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos;83;195;3;5;5;Discovery;Land Rover;SUV;586450;{195, 3.0, 5, 5, 2};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;15;36;04_PESSIMO;9;Abril;2021;1;117290;469160;11729;129019
854;4;1;0;0;0;28;Mairiporã;São Paulo;SP;Assalariado;04. 36 a 40 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;7;Fevereiro;2021;1;190975;190975;5729.25;196704.25
855;4;1;0;0;0;655;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;3;Outubro;2020;1;267365;114585;13368.25;280733.25
856;4;1;0;0;0;458;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;89;170;1.6;5;5;Soul;Kia;hatch;129990;{170, 1.6, 5, 5, 4};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;2;Setembro;2020;1;25998;103992;779.94;26777.94
857;4;1;0;0;0;652;Botafogo;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos;3;228;2;4;5;Audi A6;Audi;sedan;424990;{228, 2.0, 4, 5, 3};44;João Vitor da Mota;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;10;Maio;2021;1;127497;297493;6374.85;133871.85
858;4;1;0;0;0;22;São Bernardo do Campo;São Paulo;SP;Funcionário Público;01. 18 a 24 anos;11;242;2;5;4;Audi A5 cupê;Audi;cupê;329990;{242, 2.0, 5, 4, 6};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;6;12;02_BOM;9;Abril;2021;1;65998;263992;3299.9;69297.9
859;4;1;0;0;0;36;São Bernardo do Campo;São Paulo;SP;Empresário;04. 36 a 40 anos;9;238;2;5;5;Audi A4 Avant;Audi;minivan;282990;{238, 2.0, 5, 5, 7};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;6;12;02_BOM;9;Abril;2021;1;56598;226392;2829.9;59427.9
860;4;1;0;0;0;888;Curitiba;Paraná;PR;Empresário;08. 56 a 60 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};66;Vitória Novaes;CCV;Curitiba;Paraná;PR;Sul;2;24;01_EXCELENTE;3;Outubro;2020;1;229170;152780;6875.1;236045.1
861;4;1;0;0;0;738;Niterói;Rio de Janeiro;RJ;Funcionário Público;09. 61 a 65 anos;53;283;3.4;2;4;Porsche 911;Porsche;esportivo;709000;{283, 3.4, 2, 4, 10};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;3;Outubro;2020;1;141800;567200;7090;148890
862;4;1;0;0;0;884;Curitiba;Paraná;PR;Empresário;04. 36 a 40 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};74;Cauê Araújo;7place;Curitiba;Paraná;PR;Sul;4;48;01_EXCELENTE;2;Setembro;2020;1;206991;22999;6209.73;213200.73
863;4;1;0;0;0;316;São Paulo;São Paulo;SP;Assalariado;04. 36 a 40 anos;36;240;2;2;4;Benz E Class;Mercedes-Benz;esportivo;557900;{240, 2.0, 2, 4, 10};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;10;Maio;2021;1;111580;446320;3347.4;114927.4
864;4;1;0;0;0;432;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;5;Dezembro;2020;1;183992;45998;9199.6;193191.6
865;4;1;0;0;0;827;Curitiba;Paraná;PR;Militar;05. 41 a 45 anos;95;180;1.8;5;5;Prius;Toyota;hatch;188090;{180, 1.8, 5, 5, 4};67;Vitor Hugo Fernandes;CCV;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;12;Julho;2021;1;94045;94045;2821.35;96866.35
866;4;1;0;0;0;896;Curitiba;Paraná;PR;Militar;03. 31 a 35 anos;15;210;1.6;4;5;BMW 3 Series;BMW;sedan;245043;{210, 1.6, 4, 5, 3};65;Ana Sophia Silva;CCV;Curitiba;Paraná;PR;Sul;1;12;01_EXCELENTE;12;Julho;2021;1;122521.5;122521.5;3675.645;126197.145
867;4;1;0;0;0;219;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;57;182;1.4;5;5;Polo hatch;Volkswagen;hatch;67670;{182, 1.4, 5, 5, 4};10;Isabelly Moraes;AutoStar;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;12;Julho;2021;1;40602;27068;1218.06;41820.06
868;4;1;0;0;0;999;Pinhais;Paraná;PR;Assalariado;08. 56 a 60 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};65;Ana Sophia Silva;CCV;Curitiba;Paraná;PR;Sul;6;12;02_BOM;4;Novembro;2020;1;167993;71997;8399.65;176392.65
869;4;1;0;0;0;934;São José dos Pinhais;Paraná;PR;Autonômo;02. 26 a 30 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};66;Vitória Novaes;CCV;Curitiba;Paraná;PR;Sul;5;60;01_EXCELENTE;5;Dezembro;2020;1;68997;160993;2069.91;71066.91
870;4;1;0;0;0;666;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;97;168;1.3;5;5;Yaris;Toyota;hatch;84090;{168, 1.3, 5, 5, 4};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;4;Novembro;2020;1;84090;0;2522.7;86612.7
871;4;1;0;0;0;883;Curitiba;Paraná;PR;Militar;04. 36 a 40 anos;64;200;5.7;4;5;Ram;Ram;caminhonete;427990;{200, 5.7, 4, 5, 8};74;Cauê Araújo;7place;Curitiba;Paraná;PR;Sul;15;36;04_PESSIMO;8;Março;2021;1;213995;213995;21399.5;235394.5
872;4;1;0;0;0;501;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos;5;234;3;5;5;Audi Q5;Audi;SUV;352990;{234, 3.0, 5, 5, 2};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;3;Outubro;2020;1;317691;35299;9530.73;327221.73
873;4;1;0;0;0;263;São Paulo;São Paulo;SP;Assalariado;09. 61 a 65 anos;42;130;2.1;3;3;Sprinter;Mercedes-Benz;utilitário;178000;{130, 2.1, 3, 3, 5};14;Davi Lucas Lopes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;7;24;02_BOM;3;Outubro;2020;2;53400;302600;2670;56070
874;4;1;0;0;0;308;São Paulo;São Paulo;SP;Assalariado;03. 31 a 35 anos;72;209;2;4;5;Jaguar XF;Jaguar;sedan;472400;{209, 2.0, 4, 5, 3};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;13;12;04_PESSIMO;7;Fevereiro;2021;1;188960;283440;18896;207856
875;4;1;0;0;0;673;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;44;240;2;4;5;Benz CLA Class;Mercedes-Benz;sedan;327900;{240, 2.0, 4, 5, 3};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;6;Janeiro;2021;1;327900;0;9837;337737
